ID_Num,Age,Gender,Income,Education_Level,Travel_Frequency,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
45515,20,male,50266,master,0,1898,rural,97,212,winter,0,1,1
45517,18,male,78107,master,7,1919,rural,63,148,winter,0,1,1
45519,69,female,103471,high school,0,2008,urban,28,148,summer,0,0,0
45520,62,female,40713,high school,3,3355,suburban,59,120,fall,1,1,1
45522,41,male,33733,high school,6,4190,rural,68,163,fall,0,1,0
45523,18,female,92465,high school,3,1713,suburban,98,137,winter,0,1,0
45526,45,male,80368,high school,9,4966,urban,4,190,winter,1,0,1
45533,38,non-binary,91559,high school,7,887,urban,227,110,fall,1,1,0
45537,56,non-binary,62163,high school,1,1829,suburban,114,248,spring,1,0,0
45542,56,female,92223,master,4,2179,suburban,0,126,winter,0,0,0
45544,43,non-binary,119177,high school,8,1248,urban,181,213,winter,1,0,1
45553,62,female,110475,doctorate,8,3412,rural,38,25,summer,0,0,0
45578,67,male,91669,doctorate,4,1301,suburban,131,141,winter,0,0,1
45581,64,non-binary,101480,bachelor,2,3862,rural,194,271,summer,0,0,0
45586,38,non-binary,67215,bachelor,0,2676,rural,106,191,spring,1,1,1
45588,23,non-binary,107983,master,1,1487,suburban,100,134,winter,1,0,0
45595,55,male,24402,master,7,2408,suburban,239,219,winter,0,1,0
45600,33,female,86280,doctorate,8,2285,urban,258,46,summer,0,0,0
45601,47,male,78216,high school,7,1789,suburban,272,114,winter,1,1,0
45602,37,non-binary,42660,master,5,1117,suburban,20,35,winter,1,1,0
45608,43,male,67971,master,6,2053,urban,173,76,winter,1,0,0
45609,31,non-binary,22828,master,0,4328,suburban,274,247,summer,0,1,0
45625,30,female,68879,master,3,2022,suburban,266,291,fall,1,1,0
45626,68,non-binary,97721,doctorate,2,3832,suburban,156,88,spring,0,1,0
45633,19,non-binary,57015,high school,0,794,rural,191,188,spring,1,0,0
45645,38,non-binary,40365,doctorate,4,535,suburban,288,80,winter,0,1,0
45650,35,male,87637,master,3,2289,suburban,60,169,summer,0,0,1
45654,32,non-binary,21913,master,2,1646,rural,118,185,spring,0,0,1
45658,18,male,62924,master,4,3284,suburban,136,239,summer,1,0,0
45665,48,non-binary,29484,bachelor,5,796,rural,158,44,fall,0,0,0
45684,60,female,34136,high school,5,608,suburban,53,229,summer,0,0,1
45686,65,male,36352,high school,1,3705,rural,89,295,spring,0,0,0
45692,26,female,26604,doctorate,4,2156,urban,197,30,summer,1,1,0
45701,67,female,75056,bachelor,2,1576,suburban,39,160,winter,0,1,0
45712,69,male,64630,high school,4,3347,suburban,20,158,winter,1,1,1
45713,42,non-binary,50974,high school,7,1241,rural,30,250,fall,1,1,1
45718,48,female,57817,high school,1,1918,urban,178,2,spring,0,0,0
45720,23,non-binary,82090,bachelor,5,1937,suburban,148,196,spring,1,0,0
45728,27,non-binary,29235,master,3,3945,suburban,104,122,spring,1,1,0
45743,32,non-binary,95633,doctorate,8,4790,suburban,295,53,winter,1,1,0
45748,38,male,106964,bachelor,4,1106,rural,85,119,fall,0,1,1
45768,23,non-binary,67738,bachelor,9,3514,urban,190,24,winter,1,1,0
45781,32,male,76714,master,2,3725,rural,49,21,fall,0,1,0
45786,59,female,108859,high school,9,2203,rural,116,272,winter,1,1,1
45787,51,male,37218,doctorate,4,4195,suburban,2,2,spring,0,1,0
45789,26,male,100495,doctorate,3,4604,urban,194,152,fall,0,0,0
45793,40,male,94659,high school,6,1921,rural,219,244,spring,1,1,0
45794,44,male,119403,bachelor,9,4636,urban,20,223,summer,1,0,0
45795,57,male,29373,master,3,1248,urban,185,26,spring,0,1,0
45799,20,non-binary,104443,master,1,1588,urban,32,156,spring,1,0,0
45816,62,non-binary,46716,doctorate,1,3750,suburban,254,20,winter,0,0,0
45818,67,non-binary,33547,bachelor,5,3307,rural,182,92,fall,1,1,0
45819,67,male,62818,doctorate,4,4811,urban,112,287,fall,0,1,1
45821,24,non-binary,83727,bachelor,5,541,urban,23,217,winter,1,1,0
45824,46,female,28025,bachelor,1,544,suburban,131,95,summer,0,1,0
45825,25,non-binary,55265,doctorate,6,2186,suburban,14,23,fall,1,0,1
45835,67,male,51725,doctorate,3,1738,urban,223,158,winter,1,1,0
45840,18,non-binary,119774,bachelor,0,3501,urban,114,54,winter,0,1,0
45843,29,female,33990,bachelor,5,700,urban,275,223,winter,1,1,0
45852,50,female,113752,doctorate,3,2081,suburban,195,294,summer,1,1,0
45856,27,female,48091,master,7,4468,urban,100,155,winter,1,1,1
45863,48,non-binary,75228,high school,5,726,suburban,204,183,spring,1,0,0
45864,46,non-binary,63421,master,7,4375,urban,213,244,spring,0,0,1
45869,61,male,56334,bachelor,4,2953,urban,190,46,spring,1,1,0
45878,62,non-binary,107054,doctorate,1,3835,rural,57,136,summer,0,1,1
45893,46,female,81714,master,0,1034,urban,60,245,summer,0,1,0
45894,43,non-binary,42920,master,8,1309,suburban,37,10,spring,1,0,0
45902,63,non-binary,31664,doctorate,7,4510,suburban,129,107,summer,0,0,0
45908,20,non-binary,75880,doctorate,1,4451,suburban,158,21,fall,0,0,0
45913,39,female,25363,high school,0,3366,urban,287,17,fall,0,1,0
45919,20,female,115063,bachelor,6,1726,suburban,166,106,fall,1,1,0
45923,59,non-binary,56914,high school,4,553,suburban,103,177,summer,1,0,1
45925,22,male,56130,master,2,2645,urban,163,36,fall,1,1,0
45928,40,female,69786,master,0,3573,rural,91,286,winter,1,1,0
45940,65,non-binary,35098,master,2,2001,suburban,217,48,fall,0,0,0
45945,62,non-binary,91492,doctorate,2,1716,suburban,246,297,summer,0,1,1
45946,36,female,71326,master,2,2996,urban,110,59,summer,0,0,0
45948,51,female,56986,master,2,1355,urban,29,87,spring,1,0,0
45949,37,non-binary,20608,bachelor,7,4305,suburban,56,70,winter,0,1,1
45951,18,male,116170,bachelor,0,3037,suburban,89,272,fall,1,0,0
45954,55,male,82395,high school,5,3585,suburban,273,62,spring,0,1,0
45961,47,male,87832,bachelor,0,4050,urban,205,157,summer,1,1,0
45970,61,female,80096,doctorate,4,3562,urban,115,250,summer,0,1,0
45978,34,non-binary,100387,high school,2,2923,rural,163,145,fall,1,0,0
45980,43,male,59533,high school,1,3738,rural,118,88,spring,1,1,0
45981,42,non-binary,29393,high school,2,4205,suburban,246,103,spring,0,1,0
45998,64,non-binary,45508,bachelor,2,3928,rural,179,220,fall,1,1,0
46010,33,non-binary,86465,master,8,1704,rural,108,273,spring,1,1,0
46016,38,non-binary,87817,high school,0,3408,suburban,166,257,summer,1,0,0
46017,65,non-binary,48968,master,5,2115,suburban,283,258,fall,1,0,0
46021,32,male,43268,bachelor,3,2080,rural,60,100,summer,0,0,1
46024,66,female,27281,master,7,1670,rural,29,0,summer,1,0,0
46025,60,male,109387,doctorate,0,2350,urban,160,271,summer,1,0,0
46032,40,female,38516,master,9,1810,rural,189,226,summer,1,1,1
46039,44,female,102124,high school,5,4322,rural,197,47,winter,1,0,0
46042,18,female,73869,master,8,1116,urban,93,252,fall,1,0,0
46045,48,male,59590,doctorate,5,1209,urban,38,74,summer,1,0,1
46047,38,female,56050,bachelor,2,1999,rural,226,100,winter,1,1,0
46049,30,male,63756,high school,4,742,rural,215,227,summer,0,0,1
46052,23,male,23882,master,4,3650,suburban,37,222,fall,0,1,1
46059,40,non-binary,92990,doctorate,3,3330,rural,278,22,winter,0,0,0
46064,43,non-binary,23257,bachelor,7,4311,suburban,34,39,fall,0,0,1
46066,20,male,105762,master,5,1092,rural,274,220,spring,0,1,0
46076,65,female,87588,high school,7,4070,suburban,133,135,summer,1,0,0
46088,25,male,76115,high school,8,506,suburban,99,283,summer,1,1,0
46091,55,female,85191,bachelor,4,2847,rural,221,106,fall,1,0,0
46100,44,male,25349,doctorate,1,3474,suburban,167,201,spring,0,0,0
46102,49,male,73854,bachelor,6,4977,rural,223,43,fall,0,0,0
46106,65,non-binary,37012,bachelor,9,4861,suburban,270,277,summer,0,0,1
46107,48,female,59334,bachelor,6,4822,rural,124,112,fall,1,1,0
46116,36,male,28987,master,4,1017,urban,245,263,winter,1,0,1
46119,34,male,46761,bachelor,0,3399,urban,295,42,spring,1,1,0
46124,56,female,22306,master,0,2673,suburban,192,211,spring,0,0,1
46126,39,male,28069,doctorate,0,4608,urban,72,206,winter,0,1,1
46130,41,female,26583,master,8,2958,rural,274,74,winter,1,0,0
46138,24,female,37185,high school,4,769,suburban,247,292,summer,0,0,1
46150,43,male,74927,high school,3,2016,urban,163,226,summer,0,0,0
46152,27,non-binary,69564,bachelor,2,1927,suburban,13,71,summer,1,1,1
46155,24,non-binary,22749,master,3,4821,suburban,158,161,winter,0,1,1
46161,39,female,97155,doctorate,5,3351,suburban,242,137,spring,1,0,0
46162,40,non-binary,85681,high school,2,4555,rural,185,216,winter,0,0,1
46165,38,non-binary,84761,bachelor,7,2074,urban,35,13,winter,1,0,0
46166,63,female,80372,master,2,2647,suburban,213,99,summer,0,1,0
46169,46,female,62819,master,9,3428,urban,274,270,fall,1,1,0
46173,19,female,69777,bachelor,4,2185,urban,241,19,fall,0,0,0
46175,40,male,54488,bachelor,2,3162,rural,232,102,spring,0,1,0
46176,38,female,32438,master,6,2522,urban,82,20,spring,0,1,0
46182,63,female,54528,bachelor,8,832,rural,180,224,fall,0,0,0
46185,61,female,53302,doctorate,2,2648,suburban,142,174,summer,0,1,0
46187,61,female,48370,bachelor,7,3917,rural,194,30,winter,1,0,0
46194,35,female,42437,high school,0,1925,rural,206,39,winter,0,1,0
46200,68,female,104810,doctorate,3,3933,suburban,22,211,fall,0,0,0
46208,57,male,57201,master,9,4236,rural,270,204,fall,0,1,0
46209,43,non-binary,57873,high school,0,1400,urban,120,208,winter,0,1,1
46214,33,non-binary,23037,high school,4,4598,urban,66,212,summer,1,0,0
46220,65,female,84440,high school,6,4104,rural,127,7,winter,1,1,0
46226,43,non-binary,92202,doctorate,1,4720,suburban,231,146,fall,0,0,0
46229,29,male,100469,high school,7,3836,urban,116,169,winter,0,1,1
46253,43,female,74250,master,0,2577,suburban,122,114,spring,1,1,0
46255,57,female,42979,bachelor,0,1185,urban,26,272,summer,1,1,0
46265,38,female,86855,doctorate,2,1735,urban,6,70,spring,0,1,0
46266,36,female,69840,bachelor,9,1940,suburban,220,127,winter,1,1,0
46276,64,male,95462,bachelor,2,4218,rural,110,104,fall,0,0,0
46277,46,male,24145,master,4,2554,rural,153,138,spring,1,0,0
46278,27,female,65903,doctorate,9,3173,suburban,65,216,fall,0,1,1
46279,27,male,39265,doctorate,8,3606,rural,78,182,summer,1,0,0
46286,23,non-binary,85975,master,1,2494,urban,292,3,spring,0,1,0
46288,57,female,113545,doctorate,6,3220,urban,254,56,fall,0,1,0
46292,38,female,78495,bachelor,1,2045,suburban,219,212,summer,0,1,0
46296,28,non-binary,110743,doctorate,6,934,suburban,211,38,fall,0,1,0
46313,30,non-binary,46917,high school,1,2707,urban,31,226,summer,1,0,1
46314,38,non-binary,119246,doctorate,5,3137,urban,263,74,summer,0,0,0
46316,48,non-binary,73215,high school,1,2841,rural,7,256,spring,1,0,0
46320,20,non-binary,37843,bachelor,5,2430,rural,58,121,fall,1,0,0
46325,35,male,112300,bachelor,5,4142,suburban,239,55,fall,1,1,0
46327,67,male,25187,master,5,4798,rural,148,280,spring,0,0,1
46339,29,male,67175,bachelor,6,2660,urban,261,102,winter,1,1,0
46342,62,male,86594,bachelor,4,4619,rural,15,71,spring,0,0,0
46364,27,female,41783,high school,8,4700,rural,58,272,fall,1,0,1
46376,61,male,55415,doctorate,6,3656,suburban,218,289,fall,0,1,1
46381,41,male,35942,doctorate,8,2281,rural,281,108,winter,1,1,0
46382,54,female,93732,bachelor,3,2583,suburban,123,114,fall,0,0,0
46387,36,male,30937,high school,8,578,rural,255,101,fall,0,1,0
46388,64,male,94763,master,0,4617,suburban,36,149,winter,0,1,1
46392,30,male,78727,doctorate,2,3856,rural,33,81,fall,1,1,0
46394,40,male,107643,high school,6,3702,rural,65,171,summer,0,1,1
46399,43,male,96463,master,1,890,urban,231,86,winter,0,1,0
46404,42,female,71890,master,5,2721,urban,153,16,winter,1,0,0
46406,40,female,50339,bachelor,1,3233,rural,171,222,fall,0,1,1
46409,40,male,82103,bachelor,2,4714,rural,287,101,spring,1,0,0
46413,23,non-binary,39630,master,7,3753,rural,69,245,spring,1,1,1
46414,54,male,85359,high school,3,4909,urban,119,105,summer,0,1,0
46422,22,male,73909,master,2,3904,rural,157,252,fall,0,1,0
46424,66,non-binary,66443,doctorate,1,1501,suburban,259,98,winter,0,0,0
46438,19,non-binary,73949,high school,4,4387,suburban,119,295,summer,0,0,1
46448,54,male,41513,high school,8,3987,urban,249,73,spring,0,1,0
46459,35,non-binary,20439,high school,1,3490,suburban,163,224,summer,1,1,0
46461,29,female,55440,doctorate,5,2515,suburban,125,102,summer,1,0,0
46463,22,non-binary,68706,bachelor,8,1919,rural,59,29,fall,0,0,0
46470,43,male,79718,bachelor,1,3717,urban,15,80,spring,1,1,1
46473,37,male,53866,bachelor,3,3682,urban,292,128,fall,0,0,0
46474,42,non-binary,30113,master,1,4969,urban,102,241,fall,1,1,0
46475,21,male,23635,high school,5,4217,suburban,100,86,summer,1,1,0
46476,26,male,23603,high school,3,1722,urban,54,212,fall,0,1,1
46481,67,female,93484,high school,9,1102,urban,206,22,summer,0,0,0
46483,63,non-binary,22543,master,3,4124,urban,95,93,spring,1,0,0
46486,22,female,96763,doctorate,2,2293,urban,24,66,winter,1,1,0
46487,37,female,24987,doctorate,9,3602,rural,64,77,winter,0,0,1
46490,61,male,91723,bachelor,3,2601,suburban,12,34,fall,1,1,1
46491,30,non-binary,95674,high school,7,3331,suburban,58,189,fall,1,0,1
46492,41,male,51545,bachelor,2,2994,suburban,282,121,spring,1,1,0
46495,35,female,96134,bachelor,6,2483,suburban,2,201,fall,0,0,0
46507,64,male,54997,master,8,978,urban,195,189,fall,1,0,0
46508,44,male,36893,master,2,599,suburban,262,248,spring,1,1,0
46535,55,female,56780,doctorate,6,1995,rural,191,36,fall,1,1,0
46542,61,female,38485,doctorate,2,938,suburban,14,185,summer,1,0,0
46557,51,male,93554,bachelor,7,1625,rural,4,284,summer,0,1,1
46560,45,female,70237,doctorate,1,2282,urban,71,13,spring,1,1,0
46563,22,male,57260,high school,1,3512,suburban,82,66,fall,0,0,0
46570,32,non-binary,79521,doctorate,3,3155,urban,267,164,summer,0,0,0
46584,51,male,29370,high school,8,4869,suburban,296,236,summer,0,1,0
46586,36,non-binary,101041,master,9,920,rural,291,46,winter,1,1,0
46588,53,non-binary,88189,doctorate,5,4845,suburban,186,120,fall,1,0,0
46591,32,male,73303,doctorate,6,1073,rural,66,86,spring,1,1,1
46592,37,female,105414,master,1,3390,rural,153,156,fall,0,0,1
46593,32,female,29615,bachelor,8,3304,urban,167,122,summer,1,1,0
46603,62,non-binary,64502,master,9,890,urban,151,205,fall,1,1,1
46610,37,male,53451,master,3,4191,urban,212,68,winter,0,1,0
46612,44,non-binary,87444,master,5,4502,urban,223,295,spring,0,0,0
46614,37,non-binary,38919,master,8,3027,rural,147,245,fall,0,1,1
46620,44,female,75233,high school,9,3852,urban,95,216,summer,0,0,1
46621,26,female,20965,bachelor,0,2360,rural,179,249,summer,1,0,1
46622,36,non-binary,42665,master,4,3302,suburban,83,6,winter,1,1,0
46627,19,male,23944,master,2,780,suburban,18,42,spring,1,1,1
46630,34,female,56849,doctorate,9,3732,suburban,124,130,fall,0,0,1
46643,43,female,70910,master,1,4548,urban,64,208,fall,0,1,0
46644,60,female,66840,master,9,4601,urban,171,252,summer,1,0,0
46651,23,non-binary,65776,master,9,1630,suburban,165,230,winter,1,0,0
46658,43,female,73227,doctorate,6,1948,urban,124,205,fall,1,0,1
46661,45,female,60958,doctorate,2,4587,suburban,273,146,fall,0,0,0
46688,33,female,27948,bachelor,1,2241,rural,290,32,winter,1,1,0
46693,53,non-binary,81785,bachelor,7,1868,rural,279,23,summer,0,0,0
46700,60,non-binary,51301,high school,9,3853,rural,143,165,fall,1,1,1
46703,43,female,26969,bachelor,3,3692,rural,189,91,fall,0,0,0
46712,68,male,100584,high school,9,1654,suburban,46,19,winter,1,0,0
46714,64,male,119659,doctorate,7,2881,urban,294,47,winter,1,0,0
46716,44,female,119162,master,0,3635,urban,251,39,fall,1,1,0
46720,56,non-binary,74318,high school,3,1941,urban,159,62,fall,1,1,0
46721,33,female,119309,master,1,3457,rural,204,173,summer,0,1,0
46724,24,male,115235,bachelor,2,3039,urban,287,240,winter,1,1,0
46726,66,non-binary,28006,high school,1,1754,rural,129,206,fall,0,0,1
46729,46,non-binary,102746,master,2,1617,rural,188,268,summer,1,1,0
46733,36,non-binary,105165,master,7,4616,suburban,92,272,winter,1,0,0
46740,49,non-binary,31510,doctorate,5,4829,urban,114,184,spring,1,1,1
46741,64,non-binary,95580,high school,4,532,rural,270,284,summer,0,0,0
46748,49,male,65041,doctorate,2,787,rural,290,63,summer,1,1,0
46749,68,female,35879,bachelor,7,2525,urban,143,56,fall,1,1,0
46750,40,female,90995,master,0,3807,rural,174,138,summer,0,0,0
46758,68,female,53386,high school,5,605,suburban,194,288,fall,1,0,0
46767,54,non-binary,62845,high school,1,3259,suburban,249,232,spring,0,1,0
46769,28,non-binary,87169,high school,0,4889,urban,180,280,summer,0,0,1
46771,29,male,22171,master,1,4747,rural,94,49,spring,1,0,0
46781,53,non-binary,40083,bachelor,3,2128,rural,133,290,summer,0,0,0
46788,26,female,102643,bachelor,9,2236,suburban,85,105,summer,0,0,0
46789,44,non-binary,102848,doctorate,2,2151,suburban,143,1,spring,1,0,0
46790,48,non-binary,73837,high school,1,1841,urban,233,17,spring,1,1,0
46802,36,non-binary,83324,bachelor,5,2716,urban,60,181,fall,1,0,0
46803,51,non-binary,98609,bachelor,0,3472,suburban,232,223,fall,0,1,0
46808,30,female,28080,high school,5,1674,urban,233,32,winter,0,1,0
46812,55,female,56366,high school,8,2820,rural,169,203,spring,0,1,1
46814,69,female,53595,high school,6,1572,urban,117,16,fall,1,0,0
46815,52,female,21031,high school,2,2359,rural,176,217,winter,1,1,1
46820,26,male,91949,master,1,4967,suburban,168,248,spring,1,1,0
46821,58,female,86068,master,8,4330,urban,157,231,fall,1,1,0
46825,45,male,72378,bachelor,7,1795,urban,127,222,spring,0,0,0
46835,53,male,26975,master,3,3090,suburban,246,287,spring,1,1,1
46854,34,non-binary,48009,doctorate,9,1072,urban,0,24,summer,0,0,0
46868,36,female,56985,doctorate,7,4066,suburban,177,166,winter,0,0,0
46874,64,non-binary,76174,doctorate,1,4381,rural,11,83,fall,1,0,1
46876,43,female,79836,doctorate,6,4213,rural,277,271,winter,0,1,0
46878,69,male,74675,bachelor,3,2183,urban,198,125,summer,1,0,0
46885,43,female,56268,master,2,3610,suburban,102,5,winter,0,0,0
46894,63,male,24165,bachelor,0,725,urban,91,43,fall,0,0,0
46895,34,non-binary,62845,master,1,2430,rural,122,169,winter,1,0,1
46899,54,female,74706,master,2,1012,rural,155,36,summer,0,1,0
46904,66,non-binary,73726,doctorate,4,1896,suburban,83,32,spring,1,1,0
46910,55,non-binary,107565,high school,9,3286,urban,215,244,fall,1,1,1
46912,44,non-binary,52029,master,4,4644,suburban,0,235,winter,0,0,1
46914,64,female,53853,bachelor,6,3552,suburban,254,98,summer,0,1,0
46915,62,female,47721,high school,2,3258,suburban,53,227,fall,0,1,1
46924,59,non-binary,35714,master,0,1239,urban,94,118,spring,0,1,0
46927,56,female,26018,bachelor,1,4662,suburban,17,16,summer,0,0,0
46928,32,male,60885,bachelor,4,1044,suburban,57,186,summer,1,1,0
46934,59,male,29334,bachelor,5,2086,rural,153,88,fall,0,0,0
46939,23,female,117326,master,3,921,suburban,268,168,spring,1,0,0
46940,30,non-binary,83562,doctorate,4,1421,urban,193,232,spring,0,1,0
46944,45,non-binary,57051,master,9,3650,rural,162,163,winter,1,0,1
46947,54,female,88096,high school,9,1389,suburban,138,220,summer,0,1,1
46950,67,non-binary,91860,high school,3,3287,rural,163,228,spring,0,1,0
46953,34,non-binary,111994,bachelor,8,4383,rural,196,225,winter,0,0,0
46954,36,non-binary,48151,bachelor,4,982,rural,186,265,winter,1,1,0
46957,22,female,111560,bachelor,4,3836,rural,272,16,fall,0,0,0
46958,46,male,43117,high school,0,4925,urban,291,25,winter,0,0,0
46967,31,non-binary,26510,doctorate,2,2081,suburban,277,224,spring,0,0,0
46970,50,male,61515,master,3,1987,rural,286,140,fall,0,0,0
46972,57,male,33363,master,0,1352,rural,45,263,fall,1,0,1
46979,48,non-binary,65345,bachelor,2,3730,rural,91,202,fall,1,1,1
46980,28,female,20742,high school,3,4121,suburban,160,292,summer,0,1,1
46981,22,female,48010,master,1,1293,urban,87,241,summer,1,1,1
46986,42,female,46950,bachelor,7,2129,rural,163,234,winter,1,1,1
46987,57,female,77052,doctorate,9,2068,rural,71,246,fall,0,0,0
46996,46,non-binary,50072,high school,7,1655,suburban,243,184,summer,0,1,0
47001,57,male,97644,bachelor,0,4545,rural,158,157,fall,0,0,0
47002,61,non-binary,61609,master,9,1681,urban,62,97,spring,0,1,0
47015,57,female,47583,master,3,2824,urban,111,176,spring,0,1,0
47024,45,female,61343,high school,3,3744,urban,208,270,spring,0,1,1
47037,20,non-binary,64166,high school,3,2270,urban,242,42,fall,0,0,0
47039,55,male,29916,doctorate,6,1474,urban,197,170,fall,0,0,0
47041,32,male,44214,doctorate,1,2248,rural,236,144,winter,0,0,0
47049,32,non-binary,119482,bachelor,0,3465,suburban,11,299,fall,0,1,1
47052,27,non-binary,115783,doctorate,0,2448,urban,38,273,spring,1,1,0
47054,53,non-binary,23849,bachelor,4,853,urban,87,244,winter,0,1,0
47059,68,non-binary,50026,bachelor,3,4136,rural,113,163,summer,0,1,0
47060,39,male,48015,master,4,2325,rural,90,276,spring,0,1,0
47065,63,non-binary,43474,master,8,3431,suburban,70,250,spring,1,0,1
47071,38,male,105914,master,4,4991,rural,62,236,spring,0,1,0
47073,69,female,44427,bachelor,0,4202,urban,266,148,fall,1,0,0
47084,40,female,43384,master,5,4309,rural,272,247,winter,0,0,0
47089,53,non-binary,98304,doctorate,1,2867,urban,270,78,summer,0,1,0
47091,35,non-binary,84333,master,6,4176,rural,48,47,spring,0,0,0
47093,51,female,82407,master,0,3884,rural,105,200,spring,1,0,0
47097,46,male,105617,high school,0,3830,urban,62,83,summer,0,1,0
47099,54,male,98528,high school,3,4139,suburban,249,52,winter,0,0,0
47101,26,non-binary,23535,master,6,846,suburban,170,269,winter,1,0,0
47104,61,male,106980,bachelor,8,1673,rural,94,169,spring,1,0,1
47113,25,male,26988,doctorate,1,2769,rural,242,12,fall,1,1,0
47124,33,non-binary,97070,bachelor,9,1153,urban,86,235,spring,0,0,1
47126,45,male,78038,high school,0,2772,urban,92,119,fall,1,0,1
47131,22,non-binary,102801,doctorate,2,720,rural,233,13,spring,1,1,0
47136,34,male,47930,doctorate,1,505,urban,153,174,fall,0,0,0
47137,30,non-binary,103333,bachelor,2,3936,urban,61,7,fall,0,0,0
47140,34,female,112313,doctorate,1,1448,rural,153,278,spring,0,1,0
47153,45,female,118452,bachelor,7,2204,rural,192,35,fall,1,1,0
47157,58,male,112631,master,8,2307,rural,189,224,winter,1,1,1
47160,56,female,84387,high school,5,1292,urban,86,83,fall,1,0,0
47168,34,non-binary,34108,doctorate,6,518,suburban,284,53,winter,1,0,0
47182,29,male,41568,bachelor,0,1277,urban,217,69,winter,0,1,0
47189,39,non-binary,75394,bachelor,9,4483,urban,184,167,summer,1,0,0
47197,24,female,45754,master,7,3145,rural,167,263,winter,0,1,1
47198,18,non-binary,33142,high school,5,1689,suburban,124,223,summer,1,1,0
47203,34,female,22441,doctorate,2,4482,rural,137,213,winter,1,1,1
47204,18,non-binary,108808,master,2,3692,urban,187,65,spring,1,0,0
47208,54,female,52065,doctorate,8,3508,urban,38,184,summer,1,0,1
47214,60,non-binary,97146,doctorate,7,733,rural,235,84,fall,0,0,0
47219,37,non-binary,101212,doctorate,2,2082,suburban,299,71,summer,1,1,0
47223,68,non-binary,110758,high school,4,522,rural,131,100,fall,0,0,0
47231,30,male,58414,master,3,1469,suburban,223,65,winter,0,0,0
47248,59,female,39079,doctorate,0,930,suburban,191,116,winter,1,1,0
47250,33,non-binary,108196,bachelor,7,2065,rural,79,207,fall,1,0,0
47252,65,male,42226,bachelor,1,1627,rural,161,279,fall,0,0,1
47255,68,female,112806,master,3,4834,suburban,89,243,fall,0,1,1
47260,20,non-binary,52227,doctorate,8,3848,urban,288,10,fall,1,0,0
47267,54,non-binary,26981,bachelor,5,1434,suburban,113,215,spring,1,0,1
47273,66,female,87976,bachelor,9,3993,urban,38,197,fall,0,0,1
47277,18,non-binary,55439,master,1,2654,suburban,84,59,spring,0,1,0
47286,45,female,47269,bachelor,9,3523,rural,16,90,fall,0,0,1
47291,28,female,105313,bachelor,9,816,urban,184,199,winter,1,1,1
47294,30,non-binary,75446,high school,0,545,urban,104,237,winter,1,0,1
47296,60,non-binary,104831,master,6,4506,rural,222,258,summer,1,0,1
47302,21,non-binary,58297,doctorate,2,668,urban,171,173,fall,1,1,0
47307,26,female,63954,master,0,4362,rural,276,184,spring,0,0,0
47326,33,female,113679,doctorate,5,3834,urban,246,121,winter,0,0,0
47332,61,non-binary,22517,bachelor,0,4189,urban,150,217,spring,1,0,0
47344,61,female,71514,doctorate,3,1280,urban,163,36,winter,0,0,0
47347,50,non-binary,114085,master,1,967,suburban,35,244,fall,1,0,1
47349,46,non-binary,98680,doctorate,7,4666,urban,73,282,fall,0,0,1
47362,46,male,46651,doctorate,5,4735,rural,119,220,winter,0,1,1
47367,56,non-binary,85348,high school,4,1809,rural,17,1,summer,1,0,0
47368,39,non-binary,53994,master,3,4101,urban,35,6,spring,1,0,0
47369,25,female,46407,high school,8,962,suburban,133,212,fall,1,0,1
47374,18,female,114625,master,3,687,urban,204,119,winter,1,1,0
47375,50,female,62321,high school,3,3817,rural,264,115,fall,0,0,0
47377,55,non-binary,54664,doctorate,4,1689,rural,177,101,summer,0,0,0
47379,28,male,94760,high school,4,4804,urban,208,24,winter,0,0,0
47381,28,non-binary,76600,high school,6,1067,suburban,85,234,winter,0,1,1
47385,49,non-binary,87945,bachelor,4,951,suburban,2,36,spring,0,1,1
47387,34,female,61433,doctorate,2,1402,suburban,191,77,spring,0,1,0
47388,33,non-binary,65382,master,0,1506,urban,123,222,fall,0,0,1
47395,48,male,77315,bachelor,6,4895,rural,156,55,winter,0,0,0
47397,25,non-binary,110360,doctorate,8,3339,suburban,271,157,fall,0,1,0
47398,33,non-binary,45739,bachelor,0,3214,urban,275,193,spring,1,1,0
47400,44,female,118061,high school,9,1410,rural,136,291,spring,0,1,0
47402,44,male,97562,bachelor,6,4978,suburban,291,212,summer,1,1,0
47405,30,male,68321,bachelor,2,2195,rural,148,48,winter,0,0,0
47413,65,female,78593,bachelor,3,3804,suburban,24,242,fall,1,1,1
47415,57,non-binary,92627,bachelor,3,1813,urban,71,265,spring,1,0,0
47417,36,male,51962,bachelor,9,3037,rural,285,75,summer,0,1,0
47420,52,male,71408,doctorate,6,3428,urban,208,88,summer,1,1,0
47422,25,non-binary,102038,bachelor,0,2750,rural,32,26,summer,1,1,0
47427,51,non-binary,31195,high school,8,1062,rural,276,142,fall,0,0,0
47436,30,male,64460,master,6,4968,urban,296,80,winter,0,0,0
47445,49,female,41091,doctorate,5,2473,suburban,118,2,winter,1,0,0
47453,30,male,23130,bachelor,2,3334,urban,219,143,summer,1,0,0
47462,19,non-binary,114238,master,5,3039,suburban,20,172,fall,0,1,1
47463,56,female,73657,doctorate,9,2806,rural,87,181,winter,1,0,0
